meeting_id,title,summary,participant_count,internal_count,external_count,transcript_excerpt,suggested_label,manual_label
01KQ3F90FF9EBC3DB3632514,Identity Team - Sprint Retro,"The team held a sprint 22 retrospective covering the period of March 14-27 for the Identity team. The Detect outage on the 10th impacted sprint capacity, causing two tickets (MFA enforcement policy UI and SSO session timeout configuration) to slip into sprint 23. Completed work included SCIM provisioning bug fixes, SSO metadata refresh refactor, and partial IAM role hierarchy implementation. The team identified estimation issues with the SSO refactor, a test environment credential delay, and an upcoming Comply v2 integration as key concerns heading into sprint 23.",4,4,0,"Nina Kowalski: Alright, I think we're all here - let me just pull up the retro board real quick. Tyler Washington: Yeah I'm here, just give me one second, my Slack is going crazy right now. Sofia Petrov: Same, the Detect outage stuff is still causing a lot of noise even two weeks later. Mike Romano: Yeah, let's try to stay focused on Identity sprint stuff today though - we can't let the Detect fallout bleed into every single retro. Nina Kowalski: Agreed, okay so - I have the board up. We finished sprint twenty-two, March fourteenth through the twenty-seventh. Let me walk through what we had in scope. Sofia Petrov: Before you do that, can we just acknowledge that the Detect outage on the tent",customer_support,internal
01KQ410FB7E434BA3F99EE7D,Aegis / Axiom Labs - Multi-Year Renewal,"Aisha Johnson (CSM) held a renewal planning call with Ryan Caldwell and Mina Joshi ahead of their end-of-May contract anniversary. The customer expressed strong overall satisfaction with the platform, particularly with the Identity and Comply v2 modules, while acknowledging the March Detect outage was serious but handled well. Aisha presented a three-year renewal proposal featuring an elastic seat model and enterprise API tier, and the conversation surfaced a previously unknown streaming endpoint that could solve a latency issue in the customer's internal alerting pipeline. The call concluded positively with clear next steps including a formal proposal, a technical deep dive, and looping in finance and legal for final approval.",3,1,2,"Aisha Johnson: Alright, I think we're all here - Ryan, Mina, good to see you both, well, hear you both I guess. Ryan Caldwell: Ha, yeah, good to hear you too Aisha, thanks for setting this up. Aisha Johnson: Of course, of course. Mina, how are you doing? I feel like the last time we actually talked was, what, the Comply v2 early access sessions back in February? Mina Joshi: Yeah, exactly, that was a fun one. I'm good though, we've been heads down on a pretty big infrastructure push but things are starting to settle a little bit. Aisha Johnson: Good to hear. Okay so, the reason we're all here - obviously the renewal is coming up, I think you're looking at end of May for the contract anniversa",customer_support,external
01KQ41FB5CCFD9EA583FB020,Aegis / Harborview Banking - Threat Detection Tuning,"Lisa Park and Kevin O'Brien from Aegis held a threat detection tuning session with Patricia Dunn (VP of Security) and Michael Russo (Compliance Officer) from Harborview Banking, who went live on Aegis Detect seven weeks ago. The primary concerns discussed were alert fatigue from false positives driven by geo-anomaly detection for multi-timezone staff, compliance coverage gaps for FFIEC/SOX/GLBA requirements, and inefficient alert routing to a single shared SOC inbox. Kevin enabled alert mode on the privileged access monitoring ruleset during the call and identified that the data retention setting needs to be updated from 90 days to at least 12 months. A follow-up working session was planned for the week of March 16th to configure trusted location profiles and work schedule profiles for the Manila team.",4,2,2,"Lisa Park: Alright, I think we've got everyone on now - Patricia, Michael, can you both hear us okay? Patricia Dunn: Yep, coming through fine on my end. Michael Russo: Good here as well. Lisa Park: Perfect, great. So, um, welcome everyone - this is our threat detection tuning session for Harborview Banking. I'm Lisa Park, account manager on the Aegis side, and I've got Kevin O'Brien with me today, he's our solutions architect who's going to be doing most of the heavy lifting on the technical side of things. Kevin O'Brien: Hey everyone, Kevin here. Looking forward to getting into the weeds on the Detect configuration with you all today. Patricia Dunn: Thanks for having us. I'm Patricia Dunn, ",external,external
01KQ445B1B5B890316C9E300,Weekly Engineering Standup,"Raj facilitated a team standup with Ravi and Sofia covering post-mortem follow-ups from the Detect outage and the Comply v2 rollout status. Sofia identified a critical bug in Comply v2 causing SOC 2 report generation timeouts for enterprise customers with large tenant datasets, with a fix targeting early next week. The team reviewed outstanding Detect post-mortem action items, including a circuit breaker PR that needs a health check added before merging and a load testing suite formally scheduled to begin April 28th. The runbook update was also flagged as incomplete and assigned to Sofia to finish this week.",3,3,0,"Raj Kapoor: Alright, I think we've got everyone now - Ravi, Sofia, good morning. Ravi Gupta: Morning, Raj. Sofia Petrov: Hey, good morning. Sorry, I was just finishing up a Slack thread - I'm here. Raj Kapoor: No worries. Okay so, usual format - let's do quick status updates, then I want to spend the bulk of the time on the post-mortem follow-ups from the Detect outage and also figure out where we are with the Comply v2 rollout now that we're ten days post-launch. Ravi Gupta: Works for me. You want me to go first? Raj Kapoor: Yeah, go ahead Ravi. Ravi Gupta: Okay, so on my end this week - I finished deploying the second set of redundant processing nodes for Detect. That's been merged and it'",customer_support,internal
01KQ4529010F423FD9DB40BD,Win/Loss Analysis - Q1,"The team held a Q1 win-loss review revealing 34 closed-lost opportunities totaling $2.1M ACV, with SentinelShield (9 losses), VaultEdge (6), and CyberNova (4) as the primary competitors. A significant concern is the March Detect outage continuing to haunt late-stage deals, with at least five deals attributed to reliability concerns stemming from the incident. Additional issues include a lack of competitive collateral against VaultEdge on RTO claims, inconsistent loss note quality limiting pattern recognition, and execution gaps on the Customer Success and Support sides during evaluations. The team agreed on several action items and proposed monthly win-loss reviews going forward.",4,4,0,"Maria Santos: Alright, I think everyone's on now - Raj, you're good? I can see you joined but your video's off. Raj Kapoor: Yeah sorry, I'm on a laptop today, camera's being weird. Audio's fine though, let's just go. Maria Santos: Okay cool. So, um, I wanted to get us all together before the end of April because we need to actually talk about Q1 win-loss - not just look at the numbers in Salesforce and call it a day. There's some stuff here that's honestly pretty troubling. Kevin O'Brien: Yeah I've been wanting to have this conversation for a few weeks. I pulled the closed-lost records going back to January and the pattern is not great. Brian Cho: Before we get into the data, I just want to ",customer_support,internal
01KQ45C0AD36B351A3571940,Aegis / Silverline Brands - Comply v2 Early Access Demo,"Kevin O'Brien demoed Aegis Comply v2 to Dominic Flores of Silverline, with the call timed well ahead of Silverline's PCI DSS renewal audit in six weeks. The key highlights included on-demand compliance reporting (down to ~8 seconds), native support for PCI DSS, SOC 2, HIPAA, and ISO 27001 in one platform, and detailed gap analysis with remediation guidance. Dominic was highly enthusiastic, noting that this addresses real pain points including slow report generation, fragmented tooling, and difficulty communicating gaps to leadership. Next steps include scheduling a hands-on walkthrough with Silverline's compliance lead after the GA release on April 7th.",2,1,1,"Kevin O'Brien: Hey Dominic, good to connect again - how's everything going over at Silverline? Dominic Flores: Kevin! Yeah, things are good, things are good - it's been a busy quarter honestly, we just wrapped up our spring inventory push so I'm finally coming up for air a little bit. Kevin O'Brien: Oh I can imagine, retail Q1 is no joke - glad you're through it. Dominic Flores: Yeah exactly, and honestly the timing of this call is actually pretty good for us because we've got our PCI DSS renewal audit coming up in like six weeks so compliance is very top of mind right now. Kevin O'Brien: Perfect, yeah that's - honestly that's exactly why I wanted to get you on early access for the Comply v2",customer_support,external
01KQ45C76AF3AEA6B3EA6697,Aegis / Steelpoint Manufacturing - Contract Review,"Daniel Okafor and Sofia Petrov met with Harold Jensen to discuss the upcoming renewal of a three-module cybersecurity platform contract (Protect, Detect, and Comply) ahead of an April 30th deadline. Harold raised concerns about a recent six-hour outage that left his manufacturing environment without threat monitoring visibility, and Sofia explained the root cause and architectural fixes implemented since. Harold disclosed exploratory conversations with a competitor (CyberNova) and flagged a gap in CMMC compliance support needed for a Q4 audit. The parties aligned on three key deliverables: an enhanced SLA for Detect, a revised pricing structure accounting for the outage, and a written roadmap commitment on CMMC support.",3,2,1,"Daniel Okafor: Harold, can you hear us okay? I think Sofia just joined as well. Sofia Petrov: Yeah, I'm here. Good connection on my end. Harold Jensen: Yep, I've got you both. Let me just close this other window... okay, yeah, I'm good. Daniel Okafor: Great. So Harold, thanks for making time today - I know you've got a lot going on with the quarter winding down. We wanted to get together to walk through the renewal terms and just, uh, make sure we're on the same page before anything needs to be signed. Harold Jensen: Yeah, no, appreciate it. I've got about thirty, maybe thirty-five minutes so let's just get into it. Daniel Okafor: Sounds good. So I wanted to bring Sofia in because she can sp",customer_support,external
01KQ45F6F7349D0A620571F1,Aegis / Brightpath Commerce - Competitive Evaluation,"Aisha Johnson (Aegis) spoke with Kendra Wallace (Brightpath) about the state of their security vendor relationship, which has been under strain following a six-hour Aegis Detect outage in March. Kendra disclosed that Brightpath has been actively evaluating SentinelShield as an alternative, driven by the outage and pre-existing alert fatigue concerns with Aegis Detect. Despite concerns about Detect, Kendra expressed satisfaction with Aegis Protect and the newly launched Comply v2 module. The call concluded with an agreement to hold a technical session in early May, bringing in Aegis engineers to address Detect reliability and alert tuning before a mid-May decision deadline ahead of the July contract renewal.",2,1,1,"Aisha Johnson: Hi Kendra, thanks for making time today - I know your calendar's been pretty packed lately. Kendra Wallace: Yeah, it has been, honestly. We're in the middle of a platform migration on top of everything else so, um, timing is a little chaotic but - yeah, let's do this. Aisha Johnson: I appreciate it, really. So I wanted to carve out some time because I know we've had a few back-and-forth emails but I'd rather just talk through where things stand between Brightpath and Aegis directly. Kendra Wallace: Yeah, that's - that's probably a good idea. Because honestly Aisha, I'll just be upfront with you, we've been doing a broader security vendor evaluation over the last six weeks or s",customer_support,external
01KQ46A9DE0AECB006D897A0,Detect Outage - Escalation Bridge,"A critical outage call was held between Tyler (engineering), Diana (customer success/sales), and Marcus (support) regarding a complete failure of the Detect threat monitoring pipeline that began at 2:47 AM. The ingestion layer experienced a cascading failure from a single point of failure, leaving all Detect customers with zero alert visibility. The estimated restoration window is four to eight hours, potentially resulting in up to twelve total hours of downtime. The team aligned on a remediation and communication plan, including thirty-minute customer status updates, direct outreach to at-risk enterprise accounts, and a post-incident architecture review.",3,3,0,"Tyler Washington: Okay, I think everyone's on - Diana, Marcus, you both there? Diana Reeves: Yeah I'm here, I've been here for like five minutes actually, I was waiting on the bridge code to work. Tyler Washington: Sorry, yeah the - the conferencing system was being weird, I don't know. Marcus? Marcus Williams: Present. I've got the incident channel pulled up and I'm looking at the logs right now. Tyler Washington: Okay good. So - Diana, before you say anything, I want to give you a status update first so we're all working from the same picture, okay? Diana Reeves: Tyler I have eight customers blowing up my phone right now, so please, go ahead, talk fast. Tyler Washington: Right. So - so the",customer_support,internal
01KQ4D01DCB15C69672AB5AF,Aegis / Clearwater Medical - Comply v2 Deployment Kickoff,"This was a kickoff call for Clearwater's onboarding onto Comply v2, which had just gone GA on the day of the call (April 7th). Aisha led the session alongside solutions architect Kevin O'Brien and staff engineer Mike Romano, walking Natalie and Ajay through the platform's key features including on-demand reporting, multi-framework support (HIPAA, SOC 2, PCI DSS, ISO 27001), and continuous monitoring. Ajay expressed strong enthusiasm for the on-demand reporting and continuous monitoring capabilities given painful past audit experiences. The team aligned on a fast deployment timeline targeting connector setup within the week, a baseline HIPAA report by Wednesday or Thursday, and a review call on Thursday.",5,3,2,"Aisha Johnson: Alright, I think we've got everyone on now - Natalie, Ajay, good to see you both, welcome to the Comply v2 kickoff! Natalie Simmons: Thanks Aisha, really excited to finally be here, it feels like we've been building up to this for a while. Natalie Simmons: Yeah, same here, we've been looking forward to getting started - Ajay especially, he's been, uh, chomping at the bit on the compliance side. Ajay Mehta: Ha, guilty as charged - our last audit cycle was, let's just say, not fun, so anything that makes that smoother is a win in my book. Aisha Johnson: We totally hear you on that, and honestly that's exactly what Comply v2 was built for, so I think you're going to be really hap",customer_support,external
01KQ4D504CE09A8F6ECA1F5A,Product Sync - Identity Roadmap,"Ananya Sharma, Hannah Liu, and Nina Kowalski held a planning sync focused on the Aegis Identity Q2 roadmap. The team aligned on two primary workstreams: an MFA policy rules engine and an expanded SSO connector library, with the risk-signal/adaptive MFA layer pushed to Q3 due to scope and technical dependencies. They established a rough timeline targeting a May GA for the MFA rules engine and prioritized Okta, Azure AD, and Google Workspace as the first SSO connectors. Key process improvements were agreed upon, including locking specs two weeks before QA hand-off and including acceptance criteria upfront to enable parallel test case development.",3,3,0,"Ananya Sharma: Alright, I think everyone's on - Hannah, Nina, can you both hear me okay? Hannah Liu: Yep, loud and clear. Nina Kowalski: Same here, I'm good. Ananya Sharma: Okay great. So, um, I think the main thing we wanted to get through today is the Identity roadmap for Q2, specifically around the MFA expansion and then the SSO connector work. Hannah, do you want to kind of set the stage? Hannah Liu: Yeah, for sure. So, at a high level, the ask from leadership is that we have a clearer story around Aegis Identity by end of Q2. Right now the feedback we're getting from sales is that the IAM side feels a little thin compared to what SentinelShield is putting out there. So the focus areas a",internal,internal
01KQ4D71CDFB1045A2458216,Aegis / Bridgeport Health - Renewal Finalization,"James Mitchell led a renewal call with Evelyn Park of Bridgeport, joined by Kevin O'Brien (Solutions Architecture) and Ravi Gupta (DevOps). Evelyn shared overall positive feedback on Aegis Protect and Identity modules, while raising concerns about a six-hour Detect outage in March. Ravi provided a technical explanation of the incident and remediation steps taken. The team aligned on renewal terms including flat pricing, Comply v2 access at no charge for year one, a 20% seat expansion rider, and several follow-up deliverables.",4,3,1,"James Mitchell: Alright, I think we've got everyone on - Evelyn, can you hear us okay? Evelyn Park: Yes, loud and clear. Good morning James, good to see you again - well, virtually. James Mitchell: Ha, always virtually these days. Um, so we've also got Kevin O'Brien from our solutions architecture team and Ravi Gupta from DevOps on the line - I wanted to make sure you had the full crew here for this one. Kevin O'Brien: Hey Evelyn, great to finally put a name to a face - or I guess a name to a voice. Evelyn Park: Same here Kevin. And Ravi, I think we've actually interacted a bit over support tickets, right? Ravi Gupta: Yeah, that's right - a couple of times over the past few months. Good to f",customer_support,external
01KQ4EE836687F95080D92AB,Detect Team - Sprint Planning,"The team held a sprint twelve planning meeting that began with a quick retrospective on sprint eleven, where seven of nine tickets were completed. Key carry-overs include alert deduplication and a pipeline latency investigation that revealed a significant single point of failure in the event ingestion layer. The team agreed on primary sprint twelve commitments: deduplication carry-over, pipeline architecture remediation, and a CI gate improvement, with detection rule versioning pushed to a stretch goal or sprint thirteen. Capacity constraints and QA bandwidth were key factors in scoping decisions.",4,4,0,"Chris Lee: Alright, I think we've got everyone. Let me just pull up the board real quick. Ananya Sharma: Yeah I'm here, just give me one sec, I'm closing out some tabs. Chris Lee: Mike, you on? Mike Romano: Yep, I'm here. Good to go. Chris Lee: Nina, looks like you just joined too, cool. Okay so let's get started, we've got a lot to get through today for sprint twelve. Nina Kowalski: Yeah sorry, my previous call ran over a bit. Chris Lee: No worries, we just started. So, um, first thing - I want to do a quick retro on sprint eleven before we get into planning. Just high level, shouldn't take more than five minutes. Anyone want to kick that off? Mike Romano: I can. So sprint eleven, I think w",customer_support,internal
01KQ51DC4345D9DAE005678C,Aegis / Redwood Clinical - Product Feedback Session,"Daniel Okafor and Lisa Park held a structured feedback session with Thomas Hargrove from the healthcare vertical to discuss pain points with Aegis Comply after eight months of use. Thomas outlined four prioritized feature gaps: granular control-family filtering in HIPAA reports, scheduled automated report delivery to stakeholders, an executive summary layer, and period-over-period delta tracking for compliance posture. Thomas noted that while Protect and Identity modules are performing well, Comply feels behind and could eventually prompt evaluation of competing tools like VaultEdge if gaps persist. The call concluded with agreed next steps including a written summary, follow-up on scheduled delivery roadmap status, and an introduction to the healthcare vertical product liaison.",3,2,1,"Daniel Okafor: Alright, I think we're all on now - Thomas, can you hear us okay? Thomas Hargrove: Yeah, loud and clear. Good to go. Daniel Okafor: Great, great. So, Thomas, thanks for making time today - I know February is always kind of a weird month for healthcare IT, end of quarter planning and all that. Thomas Hargrove: Ha, yeah, you could say that. We've got our annual risk assessment coming up in March so the timing is actually... it's fine, this is relevant for us. Daniel Okafor: Oh good, I'm glad to hear that. And I'll just introduce Lisa here - she's been on your account for a few months now and she's really the one who flagged that we should get this session on the calendar. Lisa P",external,external
01KQ54917E3931712516916D,Aegis / Nimbus Platform - Comply v2 Preview,"Kevin O'Brien demoed Comply v2 to Keith Donovan of Nimbus ahead of its April 7th general availability launch. The demo highlighted on-demand multi-framework compliance reporting (SOC 2, PCI DSS, HIPAA, ISO 27001), cross-module data integration with Protect and Detect, and auditor-ready PDF output. Keith expressed strong enthusiasm, particularly around PCI DSS reporting given Nimbus's new financial services partnership. They aligned on a timeline to get Nimbus live on v2 by April 21st, with Keith's security engineering lead Priya handling the technical onboarding.",2,1,1,"Kevin O'Brien: Hey Keith, good to finally catch you - I know we've been trying to get this on the calendar for like two weeks now. Keith Donovan: Yeah, no kidding, it's been a crazy couple of weeks on our end, but I'm glad we made it work - this is a call I've actually been looking forward to. Kevin O'Brien: Same, same. So before we jump in, how are things going at Nimbus? I saw you guys announced that new data platform partnership last week - that looked like a big deal. Keith Donovan: Yeah that was - that was a long time coming, honestly. It opens up a whole new set of customers for us in the financial services space, which is exciting but also, you know, comes with its own compliance head",external,external
01KQ560FF1570C5E7F71D752,Aegis / Coastal Living Co - Protect Module Expansion,"Kevin O'Brien from Aegis spoke with Vanessa Cruz at Coastal Living about deploying Aegis Protect for their hybrid backup and recovery environment following a successful spring collection launch. Vanessa described a fragmented backup setup across CloudPrime and on-prem systems totaling 80-100TB across 40-50 workloads, with poor visibility being the primary pain point. Kevin outlined a phased three-part implementation plan, confirmed compatibility with their infrastructure, and discussed RPO/RTO requirements for their critical customer data platform. The call concluded with plans for a kickoff meeting the following Wednesday and next steps around onboarding documentation.",2,1,1,"Kevin O'Brien: Hey Vanessa, good morning! Can you hear me okay? Vanessa Cruz: Yes! Hi Kevin, I can hear you perfectly. Good morning - thanks for making time for this. Kevin O'Brien: Of course, of course. I've been looking forward to this one actually. So, uh, how's everything going at Coastal Living? You guys just wrapped up your spring collection launch, right? Vanessa Cruz: We did, yeah! It went really well actually. Traffic was way up compared to last year, which is great but also... you know, it puts a lot of pressure on the backend systems. So that's kind of part of why we're talking today. Kevin O'Brien: Yeah, absolutely, that makes total sense. More traffic, more data, more things tha",external,external
01KQ56786DD1E8A1BF174FDD,Support Case #1993 - Forge Industries Comply v2 Early Access Question,"Forge Industries (VP of IT Gerald Hutchins and Security Manager Dana Moretti) contacted support to inquire about early access to Comply v2, driven by the need for multi-framework compliance reporting across SOC 2, HIPAA, and PCI DSS. Senior support engineer Elena Vasquez and CSM David Kim informed them that Comply v2 is already in final QA and will GA on April 7th - just four days away - covering all three of their required frameworks plus ISO 27001. The team discussed automatic tenant upgrades, a migration assistant for control mapping, inline evidence collection, and an upcoming customer webinar on April 10th. Dana also raised a feature request around custom control labeling with internal policy numbers, which Elena agreed to investigate and formally log with the product team.",4,2,2,"David Kim: Alright, I think we've got everyone on now - Gerald, Dana, can you hear us okay? Gerald Hutchins: Yep, loud and clear, David. Dana Moretti: Same here, good connection today. David Kim: Great, and I also wanted to introduce Elena Vasquez, she's a senior support engineer here, she's been really deep in the Comply module so I pulled her in for this one. Elena Vasquez: Hi everyone, really happy to be on this call - Forge Industries is actually one of the accounts I've been keeping an eye on, so this is a great chance to connect directly. Gerald Hutchins: Oh great, well we appreciate that, Elena. So yeah, I'm Gerald Hutchins, VP of IT here at Forge, and Dana is our Security Manager, sh",customer_support,customer_support
01KQ56AA6B60801ABC01AB1C,Support Case #8179 - Clearwater Medical Overage Charges Dispute,"Clearwater Medical's Ajay Mehta (Compliance Manager) and Natalie Simmons (IT Director) contacted Aegis Cloud Security to dispute a $4,000+ April invoice. The primary dispute involves $3,200 in Comply module overages tied to report generation during the v2 launch on April 7th, where Ajay explored multi-framework reporting features with no knowledge of plan limits and no in-app alerts - which turned out to be a misconfiguration affecting migrated accounts. An additional $840 Detect module overage appears potentially linked to replay traffic generated by Aegis's own March outage, which is being investigated. Sarah Chen committed to escalating both disputes as high priority, with a written Comply dispute response within 48 hours and a Detect log analysis by end of day.",4,2,2,"Sarah Chen: Hi, thanks for joining - this is Sarah Chen from Aegis Cloud Security support, I have Marcus Williams here with me as well. Can I confirm I have Ajay Mehta and Natalie Simmons from Clearwater Medical on the line? Ajay Mehta: Yes, Ajay here. Thanks for getting us on the calendar quickly, I appreciate that at least. Natalie Simmons: Natalie Simmons, IT Director. Yeah, we're both here. Sarah Chen: Great, great. And Marcus is going to be helping me pull up the billing details on our end as we go through this. So, um, I pulled up support case 8179 - it looks like this is about some overage charges on your April invoice. Do you want to walk us through what you're seeing? Natalie Simmon",customer_support,customer_support
01KQ56D878454E5783DC6D94,Support Case #3536 - Stratos Cloud LogVault Integration Timeout,"Damien Rowe from Stratos Cloud contacted Aegis Cloud Security support regarding consistent timeout errors when Aegis Detect attempted to push event data to their LogVault HTTP Event Collector endpoint, an issue that had been ongoing since April 18th. David Kim and team lead Priya Patel diagnosed the root cause as a circuit breaker payload threshold introduced in the April 8th remediation build (v4.1.2) being triggered by Stratos's high event volume of 8,000-12,000 events per minute during peak hours. The fix involved switching the LogVault integration from batched to streaming mode to distribute load more evenly, followed by a retroactive backfill of four days of missed event data. Damien expressed serious frustration, noting this was the second major disruption this year and that his team was questioning whether to remain on the Aegis Detect platform.",3,2,1,"David Kim: Hi, this is David Kim calling from Aegis Cloud Security support, I have case number 3536 here for Stratos Cloud - am I speaking with Damien? Damien Rowe: Yeah, yeah that's me. Damien Rowe. Thanks for calling back, I've been waiting on this for like - look, we submitted this ticket yesterday morning and this is kind of urgent for us. David Kim: I completely understand, Damien, and I apologize for the wait. I also have my team lead Priya Patel joining us on the call today, she's been looped in given the priority of the case. Priya Patel: Hi Damien, thanks for your patience. We definitely want to get to the bottom of this with you today. Damien Rowe: Okay, sure. I appreciate that. So",customer_support,customer_support
01KQ5A966832A146DA4B7D41,Aegis / Summit Trust - Platform Concerns Discussion,"Maria Santos (CSM) met with Alicia Monroe from Summit Trust to address concerns ahead of their upcoming renewal. Alicia raised critical issues with Aegis Identity, including inconsistent MFA enforcement in their loan origination system and internal reporting portal, as well as SSO session timeouts occurring well before the configured 60-minute policy. Alicia also disclosed that her CISO has initiated exploratory conversations with competitor VaultEdge due to concerns that the IAM solution does not feel enterprise-grade, and brought up a six-hour Detect outage earlier in the month that damaged internal trust. Maria acknowledged the support escalation pattern as unacceptable and committed to several concrete follow-up actions to retain the account.",2,1,1,"Maria Santos: Alicia, hey, thanks for making time today - I know you mentioned earlier this week that things have been pretty hectic over there. Alicia Monroe: Yeah, hectic is honestly an understatement, Maria. March has just been - it's been a lot. But yes, I'm glad we could get this on the calendar because there are some things I really do need to talk through with you. Maria Santos: Of course, absolutely. That's exactly why I wanted to set this up. I want to make sure we're being a good partner to Summit Trust and, um, if there are concerns on your end I'd rather hear them directly than not at all. Alicia Monroe: Right, and I appreciate that. I do. Look, I'll be honest with you - our rene",customer_support,external
01KQ5AFAE8264DDC0ED2AE7F,Aegis / Crestline Wealth - Identity Module Deployment,"Rachel Torres (Senior Account Manager) and Sofia Petrov (Senior Engineer) at Aegis held a pre-deployment discovery call with Derek Owens at Crestline to discuss adding the Aegis Identity module to their existing Protect and Detect deployment. Derek's organization has ~340 users on Entra ID with a mixed MFA environment and needs to address privileged access management gaps flagged in a February audit. Sofia outlined a three-phase deployment approach covering directory sync, MFA policy migration, and PAM, with an end-of-July target that is feasible given Crestline's environment. Derek also expressed interest in Aegis Comply v2 as a future add-on, which Rachel noted would benefit from the audit data generated during the Identity deployment.",3,2,1,"Rachel Torres: Alright, I think we've got everyone on - Derek, can you hear us okay? Derek Owens: Yeah, loud and clear. Good to go. Rachel Torres: Perfect. Okay so, welcome everyone - I'm Rachel Torres, Senior Account Manager here at Aegis, and I have Sofia Petrov with me today, she's one of our Senior Engineers on the Identity side of things. Sofia, you wanna say a quick hi? Sofia Petrov: Hey Derek, great to meet you. Really excited to be working with Crestline on this - Identity deployments in financial services are kind of my favorite thing to dig into, so, yeah, looking forward to the conversation. Derek Owens: Likewise, honestly. I've been looking forward to this one. We've had Protect ",external,external
01KQ5BB8521F99E55470206E,Detect Team - Sprint Planning,"The team held a sprint planning meeting to review carryover items and commit to work for the upcoming sprint. Nina flagged two edge cases in DETECT-219 related to wildcard regex matching that Tyler needs to fix before the ticket can be closed. Ananya raised an architectural concern about a single-node ingestion pipeline and proposed a design spike to address redundancy and failover, which Ravi agreed to scope collaboratively. The team settled on 13 story points for the sprint, including carryover, QA work, the design spike, and the alert deduplication ticket DETECT-231, intentionally leaving buffer after overcommitting last sprint.",5,5,0,"Sofia Petrov: Alright, I think we've got everyone - let me just pull up the board real quick. Tyler Washington: Yeah, I'm here. Sorry I was a couple minutes late, my previous meeting ran over. Sofia Petrov: No worries, we were just getting started. Ravi, you on? Ravi Gupta: Yep, I'm here. Can everyone hear me okay? Sofia Petrov: Loud and clear. Okay so, uh, let's just do a quick run through of what we're carrying over from last sprint and then figure out what we're committing to for this one. Nina, do you have the QA status on the event filtering tickets? Nina Kowalski: Yeah so, DETECT-214 is done, that's fully verified. DETECT-219 is still in progress - Tyler's fix came through but I found ",customer_support,internal
01KQ5D47170D4828E89EDE37,Support Case #7537 - Forge Industries Detect Recovery Confirmation,"Elena Vasquez from Aegis Cloud Security support called Dana Moretti of Forge Industries to discuss the recovery and closure of support case 7537 related to a Detect platform outage. The outage began March 10th with approximately six hours of complete threat monitoring visibility loss caused by a single point of failure in the event ingestion layer, followed by degraded performance through March 15th. Aegis implemented architectural fixes including redundant processing nodes and a circuit breaker pattern, with full restoration confirmed March 18th. Dana needs documentation for her CISO, including a data recovery summary for the blind-spot window and a formal post-incident report.",2,1,1,"Elena Vasquez: Hi, this is Elena Vasquez from Aegis Cloud Security support, am I speaking with Dana Moretti? Dana Moretti: Yeah, that's me. Hi Elena, thanks for calling back on this. Elena Vasquez: Of course, so I'm calling regarding support case number 7537, the Detect recovery confirmation for Forge Industries - is this still a good time? Dana Moretti: Yeah, yeah, now works. I've got about thirty minutes so let's get into it. Elena Vasquez: Perfect. So, uh, just to level set, I wanted to walk through with you what happened over the past several days with the Detect platform, confirm the current status from your end, and then just make sure we've covered everything before we close out the c",customer_support,customer_support
01KQ5EC1665DCFD7A6B62A59,Support Case #8749 - Coastal Living Co SAML Certificate Rotation Bug,"Vanessa Cruz from a retail company contacted Aegis Cloud Security support regarding a critical SAML certificate rotation issue affecting 60-70% of her workforce on a Sunday. Support engineer Elena Vasquez identified the root cause as a known bug in Aegis Identity version 3.4.1, where the certificate rotation wizard fails to propagate new certificate metadata to all service provider connections. The team worked on a manual workaround requiring Vanessa's engineer Priya to re-import the new certificate metadata across all 14 SP connections. Vanessa expressed broader frustration with platform reliability, citing this bug alongside a recent Detect outage, and Marcus committed to escalating her concerns to customer success.",3,2,1,"Marcus Williams: Hi, this is Marcus Williams calling from Aegis Cloud Security support, I have Vanessa Cruz on the line for case number 8749, and I'm also going to bring in my colleague Elena Vasquez who specializes in Identity - Elena are you there? Elena Vasquez: Yeah I'm here, hi Vanessa, thanks for your patience on this one. Vanessa Cruz: Hi, yeah, okay - look I appreciate you guys getting on a call but I want to be upfront, this has been a really frustrating morning for us, so I'm hoping we can just cut to the chase and figure out what's going on. Marcus Williams: Absolutely, totally understand, let's dive right in - so from the case notes it looks like you're seeing an issue with SAML ",customer_support,customer_support
